ID,Title,Difficulty,Topics,Link,Acceptance Rate (%),Premium Only,Category,Likes,Dislikes,Example Test Cases,Similar Questions,pattern
23,Merge k Sorted Lists,Hard,"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort",https://leetcode.com/problems/merge-k-sorted-lists/,57.35,FALSE,Algorithms,20622,766,"[{""input"": ""lists=[[1,4,5],[1,3,4],[2,6]]"", ""expected"": ""[1,1,2,3,4,4,5,6]""}, {""input"": ""lists=[[]]"", ""expected"": ""[]""}, {""input"": ""lists=[[1,3,5],[2,4,6],[0,7,8]]"", ""expected"": ""[0,1,2,3,4,5,6,7,8]""}, {""input"": ""lists=[[-2,-1,0],[1,2,3]]"", ""expected"": ""[-2,-1,0,1,2,3]""}]","[{""title"": ""Merge Two Sorted Lists"", ""titleSlug"": ""merge-two-sorted-lists"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Ugly Number II"", ""titleSlug"": ""ugly-number-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Smallest Subarrays With Maximum Bitwise OR"", ""titleSlug"": ""smallest-subarrays-with-maximum-bitwise-or"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""heap_top_k""]"
239,Sliding Window Maximum,Hard,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue",https://leetcode.com/problems/sliding-window-maximum/,47.82,FALSE,Algorithms,19560,773,"[{""input"": ""nums=[1,3,-1,-3,5,3,6,7], k=3"", ""expected"": ""[3,3,5,5,6,7]""}, {""input"": ""nums=[1], k=1"", ""expected"": ""[1]""}, {""input"": ""nums=[1,2,3,4,5,6,7,8,9,10], k=3"", ""expected"": ""[3,4,5,6,7,8,9,10]""}, {""input"": ""nums=[7,2,4], k=2"", ""expected"": ""[7,4]""}]","[{""title"": ""Minimum Window Substring"", ""titleSlug"": ""minimum-window-substring"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Min Stack"", ""titleSlug"": ""min-stack"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Substring with At Most Two Distinct Characters"", ""titleSlug"": ""longest-substring-with-at-most-two-distinct-characters"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Paint House II"", ""titleSlug"": ""paint-house-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Jump Game VI"", ""titleSlug"": ""jump-game-vi"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Number of Robots Within Budget"", ""titleSlug"": ""maximum-number-of-robots-within-budget"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximum Tastiness of Candy Basket"", ""titleSlug"": ""maximum-tastiness-of-candy-basket"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximal Score After Applying K Operations"", ""titleSlug"": ""maximal-score-after-applying-k-operations"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""monotonic_deque"", ""sliding_window_fixed""]"
76,Minimum Window Substring,Hard,"Hash Table, String, Sliding Window",https://leetcode.com/problems/minimum-window-substring/,45.79,FALSE,Algorithms,19267,807,"[{""input"": ""s=\""ADOBECODEBANC\"", t=\""ABC\"""", ""expected"": ""\""BANC\""""}, {""input"": ""s=\""a\"", t=\""a\"""", ""expected"": ""\""a\""""}, {""input"": ""s=\""a\""*500+\""b\""+\""a\""*499, t=\""ab\"""", ""expected"": ""\""ab\""""}, {""input"": ""s=\""a\"", t=\""b\"""", ""expected"": ""\""\""""}]","[{""title"": ""Substring with Concatenation of All Words"", ""titleSlug"": ""substring-with-concatenation-of-all-words"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Size Subarray Sum"", ""titleSlug"": ""minimum-size-subarray-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Sliding Window Maximum"", ""titleSlug"": ""sliding-window-maximum"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Permutation in String"", ""titleSlug"": ""permutation-in-string"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Smallest Range Covering Elements from K Lists"", ""titleSlug"": ""smallest-range-covering-elements-from-k-lists"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Window Subsequence"", ""titleSlug"": ""minimum-window-subsequence"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Count Substrings That Can Be Rearranged to Contain a String II"", ""titleSlug"": ""count-substrings-that-can-be-rearranged-to-contain-a-string-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Count Substrings That Can Be Rearranged to Contain a String I"", ""titleSlug"": ""count-substrings-that-can-be-rearranged-to-contain-a-string-i"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""hash_map_frequency"", ""sliding_window_variable""]"
84,Largest Rectangle in Histogram,Hard,"Array, Stack, Monotonic Stack",https://leetcode.com/problems/largest-rectangle-in-histogram/,47.94,FALSE,Algorithms,18630,351,"[{""input"": ""heights=[2,1,5,6,2,3]"", ""expected"": ""10""}, {""input"": ""heights=[1]"", ""expected"": ""1""}, {""input"": ""heights=[1]*1000"", ""expected"": ""1000""}, {""input"": ""heights=[6,2,5,4,5,1,6]"", ""expected"": ""12""}]","[{""title"": ""Maximal Rectangle"", ""titleSlug"": ""maximal-rectangle"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximum Score of a Good Subarray"", ""titleSlug"": ""maximum-score-of-a-good-subarray"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]","[""monotonic_stack""]"
124,Binary Tree Maximum Path Sum,Hard,"Dynamic Programming, Tree, Depth-First Search, Binary Tree",https://leetcode.com/problems/binary-tree-maximum-path-sum/,41.43,FALSE,Algorithms,17834,772,"[{""input"": ""root=[1,2,3]"", ""expected"": ""6""}, {""input"": ""root=[-3]"", ""expected"": ""-3""}, {""input"": ""root=[1,2,3,4,5,6,7]"", ""expected"": ""18""}, {""input"": ""root=[-10,9,20,null,null,15,7]"", ""expected"": ""42""}]","[{""title"": ""Path Sum"", ""titleSlug"": ""path-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Sum Root to Leaf Numbers"", ""titleSlug"": ""sum-root-to-leaf-numbers"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Path Sum IV"", ""titleSlug"": ""path-sum-iv"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Univalue Path"", ""titleSlug"": ""longest-univalue-path"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Time Needed to Inform All Employees"", ""titleSlug"": ""time-needed-to-inform-all-employees"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Difference Between Maximum and Minimum Price Sum"", ""titleSlug"": ""difference-between-maximum-and-minimum-price-sum"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]","[""dfs_recursive""]"
41,First Missing Positive,Hard,"Array, Hash Table",https://leetcode.com/problems/first-missing-positive/,41.39,FALSE,Algorithms,17772,1943,"[{""input"": ""nums=[1,2,0]"", ""expected"": ""3""}, {""input"": ""nums=[1]"", ""expected"": ""2""}, {""input"": ""nums=[1,2,3,4,5,6,7,8,9,10]"", ""expected"": ""11""}, {""input"": ""nums=[3,4,-1,1]"", ""expected"": ""2""}]","[{""title"": ""Missing Number"", ""titleSlug"": ""missing-number"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Find the Duplicate Number"", ""titleSlug"": ""find-the-duplicate-number"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find All Numbers Disappeared in an Array"", ""titleSlug"": ""find-all-numbers-disappeared-in-an-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Couples Holding Hands"", ""titleSlug"": ""couples-holding-hands"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Smallest Number in Infinite Set"", ""titleSlug"": ""smallest-number-in-infinite-set"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Number of Integers to Choose From a Range I"", ""titleSlug"": ""maximum-number-of-integers-to-choose-from-a-range-i"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Smallest Missing Non-negative Integer After Operations"", ""titleSlug"": ""smallest-missing-non-negative-integer-after-operations"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Number of Integers to Choose From a Range II"", ""titleSlug"": ""maximum-number-of-integers-to-choose-from-a-range-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Smallest Missing Integer Greater Than Sequential Prefix Sum"", ""titleSlug"": ""smallest-missing-integer-greater-than-sequential-prefix-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""hash_map_lookup""]"
25,Reverse Nodes in k-Group,Hard,"Linked List, Recursion",https://leetcode.com/problems/reverse-nodes-in-k-group/,63.7,FALSE,Algorithms,14917,769,"[{""input"": ""head=[1,2,3,4,5], k=2"", ""expected"": ""[2,1,4,3,5]""}, {""input"": ""head=[1], k=1"", ""expected"": ""[1]""}, {""input"": ""head=[1,2,3,4,5,6,7,8], k=4"", ""expected"": ""[4,3,2,1,8,7,6,5]""}, {""input"": ""head=[1,2,3,4,5], k=3"", ""expected"": ""[3,2,1,4,5]""}]","[{""title"": ""Swap Nodes in Pairs"", ""titleSlug"": ""swap-nodes-in-pairs"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Swapping Nodes in a Linked List"", ""titleSlug"": ""swapping-nodes-in-a-linked-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Reverse Nodes in Even Length Groups"", ""titleSlug"": ""reverse-nodes-in-even-length-groups"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""two_pointers_same""]"
51,N-Queens,Hard,"Array, Backtracking",https://leetcode.com/problems/n-queens/,73.53,FALSE,Algorithms,13600,328,"[{""input"": ""n=4"", ""expected"": ""[[\"".Q..\"",\""...Q\"",\""Q...\"",\""..Q.\""],[\""..Q.\"",\""Q...\"",\""...Q\"",\"".Q..\""]]""}, {""input"": ""n=1"", ""expected"": ""[[\""Q\""]]""}, {""input"": ""n=8"", ""expected"": ""92""}, {""input"": ""n=2"", ""expected"": ""[]""}]","[{""title"": ""N-Queens II"", ""titleSlug"": ""n-queens-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Grid Illumination"", ""titleSlug"": ""grid-illumination"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]","[""backtracking_permutation""]"
127,Word Ladder,Hard,"Hash Table, String, Breadth-First Search",https://leetcode.com/problems/word-ladder/,43.43,FALSE,Algorithms,12985,1941,"[{""input"": ""beginWord=\""hit\"", endWord=\""cog\"", wordList=[\""hot\"",\""dot\"",\""dog\"",\""lot\"",\""log\"",\""cog\""]"", ""expected"": ""5""}, {""input"": ""beginWord=\""hit\"", endWord=\""cog\"", wordList=[\""hot\"",\""dot\"",\""dog\"",\""lot\"",\""log\""]"", ""expected"": ""0""}, {""input"": ""beginWord=\""a\"", endWord=\""c\"", wordList=[\""a\"",\""b\"",\""c\""]"", ""expected"": ""2""}, {""input"": ""beginWord=\""hot\"", endWord=\""dog\"", wordList=[\""hot\"",\""dog\"",\""dot\""]"", ""expected"": ""3""}]","[{""title"": ""Word Ladder II"", ""titleSlug"": ""word-ladder-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Genetic Mutation"", ""titleSlug"": ""minimum-genetic-mutation"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Words Within Two Edits of Dictionary"", ""titleSlug"": ""words-within-two-edits-of-dictionary"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""bfs_shortest_path"", ""hash_map_lookup""]"
32,Longest Valid Parentheses,Hard,"String, Dynamic Programming, Stack",https://leetcode.com/problems/longest-valid-parentheses/,36.7,FALSE,Algorithms,12945,448,"[{""input"": ""s=\""(()\"""", ""expected"": ""2""}, {""input"": ""s=\""\"""", ""expected"": ""0""}, {""input"": ""s=\""()\""*500"", ""expected"": ""1000""}, {""input"": ""s=\"")()())\"""", ""expected"": ""4""}]","[{""title"": ""Valid Parentheses"", ""titleSlug"": ""valid-parentheses"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]","[""dp_1d_forward"", ""monotonic_stack""]"
295,Find Median from Data Stream,Hard,"Two Pointers, Design, Sorting, Heap (Priority Queue), Data Stream",https://leetcode.com/problems/find-median-from-data-stream/,53.56,FALSE,Algorithms,12740,271,"[{""input"": ""ops=[[\""addNum\"",1],[\""addNum\"",2],[\""findMedian\""],[\""addNum\"",3],[\""findMedian\""]]"", ""expected"": ""[null,null,1.5,null,2.0]""}, {""input"": ""ops=[[\""addNum\"",1],[\""findMedian\""]]"", ""expected"": ""[null,1.0]""}, {""input"": ""ops=[[\""addNum\"",i] for i in range(1,1001)]+[[\""findMedian\""]]"", ""expected"": ""[null]*1000+[500.5]""}, {""input"": ""ops=[[\""addNum\"",-1],[\""addNum\"",-2],[\""findMedian\""],[\""addNum\"",-3],[\""findMedian\""]]"", ""expected"": ""[null,null,-1.5,null,-2.0]""}]","[{""title"": ""Sliding Window Median"", ""titleSlug"": ""sliding-window-median"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Finding MK Average"", ""titleSlug"": ""finding-mk-average"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Sequentially Ordinal Rank Tracker"", ""titleSlug"": ""sequentially-ordinal-rank-tracker"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Operations to Make Median of Array Equal to K"", ""titleSlug"": ""minimum-operations-to-make-median-of-array-equal-to-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Operations to Make Subarray Elements Equal"", ""titleSlug"": ""minimum-operations-to-make-subarray-elements-equal"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Operations to Make Elements Within K Subarrays Equal"", ""titleSlug"": ""minimum-operations-to-make-elements-within-k-subarrays-equal"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]","[""heap_top_k"", ""two_pointers_opposite""]"
85,Maximal Rectangle,Hard,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack",https://leetcode.com/problems/maximal-rectangle/,54.39,FALSE,Algorithms,11318,208,"[{""input"": ""matrix=[[1,0,1,0,0],[1,0,1,1,1],[1,1,1,1,1],[1,0,0,1,0]]"", ""expected"": ""6""}, {""input"": ""matrix=[[0]]"", ""expected"": ""0""}, {""input"": ""matrix=[[1]*50 for _ in range(50)]"", ""expected"": ""2500""}, {""input"": ""matrix=[[1,1],[1,1]]"", ""expected"": ""4""}]","[{""title"": ""Largest Rectangle in Histogram"", ""titleSlug"": ""largest-rectangle-in-histogram"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximal Square"", ""titleSlug"": ""maximal-square"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find Sorted Submatrices With Maximum Element at Most K"", ""titleSlug"": ""find-sorted-submatrices-with-maximum-element-at-most-k"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]","[""dp_2d_grid"", ""monotonic_stack""]"
297,Serialize and Deserialize Binary Tree,Hard,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree",https://leetcode.com/problems/serialize-and-deserialize-binary-tree/,59.38,FALSE,Algorithms,10795,421,"[{""input"": ""root=[1,2,3,null,null,4,5]"", ""expected"": ""[1,2,3,null,null,4,5]""}, {""input"": ""root=[]"", ""expected"": ""[]""}, {""input"": ""root=[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]"", ""expected"": ""[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]""}, {""input"": ""root=[1,null,2,null,3,null,4]"", ""expected"": ""[1,null,2,null,3,null,4]""}]","[{""title"": ""Encode and Decode Strings"", ""titleSlug"": ""encode-and-decode-strings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Serialize and Deserialize BST"", ""titleSlug"": ""serialize-and-deserialize-bst"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find Duplicate Subtrees"", ""titleSlug"": ""find-duplicate-subtrees"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Serialize and Deserialize N-ary Tree"", ""titleSlug"": ""serialize-and-deserialize-n-ary-tree"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]","[""bfs_level_order"", ""dfs_recursive""]"
410,Split Array Largest Sum,Hard,"Array, Binary Search, Dynamic Programming, Greedy, Prefix Sum",https://leetcode.com/problems/split-array-largest-sum/,58.66,FALSE,Algorithms,10757,255,"[{""input"": ""nums=[7,2,5,10,8], k=2"", ""expected"": ""18""}, {""input"": ""nums=[1], k=1"", ""expected"": ""1""}, {""input"": ""nums=[1,2,3,4,5], k=2"", ""expected"": ""9""}, {""input"": ""nums=[1,4,4], k=3"", ""expected"": ""4""}]","[{""title"": ""Capacity To Ship Packages Within D Days"", ""titleSlug"": ""capacity-to-ship-packages-within-d-days"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Divide Chocolate"", ""titleSlug"": ""divide-chocolate"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Fair Distribution of Cookies"", ""titleSlug"": ""fair-distribution-of-cookies"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Subsequence of Size K With the Largest Even Sum"", ""titleSlug"": ""subsequence-of-size-k-with-the-largest-even-sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Total Beauty of the Gardens"", ""titleSlug"": ""maximum-total-beauty-of-the-gardens"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Number of Ways to Split Array"", ""titleSlug"": ""number-of-ways-to-split-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Cost to Split an Array"", ""titleSlug"": ""minimum-cost-to-split-an-array"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Distribute Elements Into Two Arrays I"", ""titleSlug"": ""distribute-elements-into-two-arrays-i"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Distribute Elements Into Two Arrays II"", ""titleSlug"": ""distribute-elements-into-two-arrays-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]","[""binary_search_answer"", ""dp_1d_forward"", ""prefix_sum""]"
37,Sudoku Solver,Hard,"Array, Hash Table, Backtracking, Matrix",https://leetcode.com/problems/sudoku-solver/,64.1,FALSE,Algorithms,10371,306,"[{""input"": ""board=[[\""5\"",\""3\"",\"".\"",\"".\"",\""7\"",\"".\"",\"".\"",\"".\"",\"".\""],[\""6\"",\"".\"",\"".\"",\""1\"",\""9\"",\""5\"",\"".\"",\"".\"",\"".\""],[\"".\"",\""9\"",\""8\"",\"".\"",\"".\"",\"".\"",\"".\"",\""6\"",\"".\""],[\""8\"",\"".\"",\"".\"",\"".\"",\""6\"",\"".\"",\"".\"",\"".\"",\""3\""],[\""4\"",\"".\"",\"".\"",\""8\"",\"".\"",\""3\"",\"".\"",\"".\"",\""1\""],[\""7\"",\"".\"",\"".\"",\"".\"",\""2\"",\"".\"",\"".\"",\"".\"",\""6\""],[\"".\"",\""6\"",\"".\"",\"".\"",\"".\"",\"".\"",\""2\"",\""8\"",\"".\""],[\"".\"",\"".\"",\"".\"",\""4\"",\""1\"",\""9\"",\"".\"",\"".\"",\""5\""],[\"".\"",\"".\"",\"".\"",\"".\"",\""8\"",\"".\"",\"".\"",\""7\"",\""9\""]]"", ""expected"": ""[[\""5\"",\""3\"",\""4\"",\""6\"",\""7\"",\""8\"",\""9\"",\""1\"",\""2\""],[\""6\"",\""7\"",\""2\"",\""1\"",\""9\"",\""5\"",\""3\"",\""4\"",\""8\""],[\""1\"",\""9\"",\""8\"",\""3\"",\""4\"",\""2\"",\""5\"",\""6\"",\""7\""],[\""8\"",\""5\"",\""9\"",\""7\"",\""6\"",\""1\"",\""4\"",\""2\"",\""3\""],[\""4\"",\""2\"",\""6\"",\""8\"",\""5\"",\""3\"",\""7\"",\""9\"",\""1\""],[\""7\"",\""1\"",\""3\"",\""9\"",\""2\"",\""4\"",\""8\"",\""5\"",\""6\""],[\""9\"",\""6\"",\""1\"",\""5\"",\""3\"",\""7\"",\""2\"",\""8\"",\""4\""],[\""2\"",\""8\"",\""7\"",\""4\"",\""1\"",\""9\"",\""6\"",\""3\"",\""5\""],[\""3\"",\""4\"",\""5\"",\""2\"",\""8\"",\""6\"",\""1\"",\""7\"",\""9\""]]""}, {""input"": ""board=[[\"".\"",\"".\"",\""9\"",\""7\"",\""4\"",\""8\"",\"".\"",\"".\"",\"".\""],[\""7\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\""],[\"".\"",\""2\"",\"".\"",\""1\"",\"".\"",\""9\"",\"".\"",\"".\"",\"".\""],[\"".\"",\"".\"",\""7\"",\"".\"",\"".\"",\"".\"",\""2\"",\""4\"",\"".\""],[\"".\"",\""6\"",\""4\"",\"".\"",\""1\"",\"".\"",\""5\"",\""9\"",\"".\""],[\"".\"",\""9\"",\""8\"",\"".\"",\"".\"",\"".\"",\""3\"",\"".\"",\"".\""],[\"".\"",\"".\"",\"".\"",\""8\"",\"".\"",\""3\"",\"".\"",\""2\"",\"".\""],[\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\""6\""],[\"".\"",\"".\"",\"".\"",\""2\"",\""7\"",\""5\"",\""9\"",\"".\"",\"".\""]]"", ""expected"": ""[[\""5\"",\""1\"",\""9\"",\""7\"",\""4\"",\""8\"",\""6\"",\""3\"",\""2\""],[\""7\"",\""8\"",\""3\"",\""6\"",\""5\"",\""2\"",\""4\"",\""1\"",\""9\""],[\""4\"",\""2\"",\""6\"",\""1\"",\""3\"",\""9\"",\""8\"",\""7\"",\""5\""],[\""3\"",\""5\"",\""7\"",\""9\"",\""8\"",\""6\"",\""2\"",\""4\"",\""1\""],[\""2\"",\""6\"",\""4\"",\""3\"",\""1\"",\""7\"",\""5\"",\""9\"",\""8\""],[\""1\"",\""9\"",\""8\"",\""5\"",\""2\"",\""4\"",\""3\"",\""6\"",\""7\""],[\""9\"",\""7\"",\""5\"",\""8\"",\""6\"",\""3\"",\""1\"",\""2\"",\""4\""],[\""8\"",\""3\"",\""2\"",\""4\"",\""9\"",\""1\"",\""7\"",\""5\"",\""6\""],[\""6\"",\""4\"",\""1\"",\""2\"",\""7\"",\""5\"",\""9\"",\""8\"",\""3\""]]""}, {""input"": ""board=[[\""1\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\""],[\"".\"",\""2\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\""],[\"".\"",\"".\"",\""3\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\""],[\"".\"",\"".\"",\"".\"",\""4\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\""],[\"".\"",\"".\"",\"".\"",\"".\"",\""5\"",\"".\"",\"".\"",\"".\"",\"".\""],[\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\""6\"",\"".\"",\"".\"",\"".\""],[\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\""7\"",\"".\"",\"".\""],[\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\""8\"",\"".\""],[\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\"".\"",\""9\""]]"", ""expected"": ""\""valid completed board\""""}, {""input"": ""board=[[\"".\"",\"".\"",\"".\"",\""2\"",\""6\"",\"".\"",\""7\"",\"".\"",\""1\""],[\""6\"",\""8\"",\"".\"",\"".\"",\""7\"",\"".\"",\"".\"",\""9\"",\"".\""],[\""1\"",\""9\"",\"".\"",\"".\"",\"".\"",\""4\"",\""5\"",\"".\"",\"".\""],[\""8\"",\""2\"",\"".\"",\""1\"",\"".\"",\"".\"",\"".\"",\""4\"",\"".\""],[\"".\"",\"".\"",\""4\"",\""6\"",\"".\"",\""2\"",\""9\"",\"".\"",\"".\""],[\"".\"",\""5\"",\"".\"",\"".\"",\"".\"",\""3\"",\"".\"",\""2\"",\""8\""],[\"".\"",\"".\"",\""9\"",\""3\"",\"".\"",\"".\"",\"".\"",\""7\"",\""4\""],[\"".\"",\""4\"",\"".\"",\"".\"",\""5\"",\"".\"",\"".\"",\""3\"",\""6\""],[\""7\"",\"".\"",\""3\"",\"".\"",\""1\"",\""8\"",\"".\"",\"".\"",\"".\""]]"", ""expected"": ""[[\""4\"",\""3\"",\""5\"",\""2\"",\""6\"",\""9\"",\""7\"",\""8\"",\""1\""],[\""6\"",\""8\"",\""2\"",\""5\"",\""7\"",\""1\"",\""4\"",\""9\"",\""3\""],[\""1\"",\""9\"",\""7\"",\""8\"",\""3\"",\""4\"",\""5\"",\""6\"",\""2\""],[\""8\"",\""2\"",\""6\"",\""1\"",\""9\"",\""5\"",\""3\"",\""4\"",\""7\""],[\""3\"",\""7\"",\""4\"",\""6\"",\""8\"",\""2\"",\""9\"",\""1\"",\""5\""],[\""9\"",\""5\"",\""1\"",\""7\"",\""4\"",\""3\"",\""6\"",\""2\"",\""8\""],[\""5\"",\""1\"",\""9\"",\""3\"",\""2\"",\""6\"",\""8\"",\""7\"",\""4\""],[\""2\"",\""4\"",\""8\"",\""9\"",\""5\"",\""7\"",\""1\"",\""3\"",\""6\""],[\""7\"",\""6\"",\""3\"",\""4\"",\""1\"",\""8\"",\""2\"",\""5\"",\""9\""]]""}]","[{""title"": ""Valid Sudoku"", ""titleSlug"": ""valid-sudoku"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Unique Paths III"", ""titleSlug"": ""unique-paths-iii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]","[""backtracking_subset"", ""hash_map_frequency""]"
123,Best Time to Buy and Sell Stock III,Hard,"Array, Dynamic Programming",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/,51.79,FALSE,Algorithms,10291,216,"[{""input"": ""prices=[3,3,5,0,0,3,1,4]"", ""expected"": ""6""}, {""input"": ""prices=[1]"", ""expected"": ""0""}, {""input"": ""prices=[1,2,3,4,5]"", ""expected"": ""4""}, {""input"": ""prices=[7,6,4,3,1]"", ""expected"": ""0""}]","[{""title"": ""Best Time to Buy and Sell Stock"", ""titleSlug"": ""best-time-to-buy-and-sell-stock"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Best Time to Buy and Sell Stock II"", ""titleSlug"": ""best-time-to-buy-and-sell-stock-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Best Time to Buy and Sell Stock IV"", ""titleSlug"": ""best-time-to-buy-and-sell-stock-iv"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximum Sum of 3 Non-Overlapping Subarrays"", ""titleSlug"": ""maximum-sum-of-3-non-overlapping-subarrays"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximum Profit From Trading Stocks"", ""titleSlug"": ""maximum-profit-from-trading-stocks"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximize Win From Two Segments"", ""titleSlug"": ""maximize-win-from-two-segments"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]","[""dp_1d_forward""]"
